epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1282.27,0.55787,0.87466,0.74081,0.91999,0.81847,0.86417,0.8896,0.81313,0.82028,0.86594,0.8881,0.76637,0.53265,0.90092,0.79124,0.90165,0.000577782,0.000577782,0.000577782
68,1303.61,0.63048,0.9796,0.81549,0.92601,0.81847,0.86417,0.8896,0.81313,0.82028,0.86594,0.8881,0.76637,0.53265,0.90092,0.79124,0.90165,0.000561279,0.000561279,0.000561279
69,1322.92,0.53177,0.765,0.69844,0.90905,0.85781,0.82408,0.88998,0.81201,0.85786,0.82413,0.88922,0.76744,0.52695,0.91489,0.79281,0.89948,0.000544776,0.000544776,0.000544776
70,1342.82,0.56621,0.89442,0.68912,0.90836,0.85781,0.82408,0.88998,0.81201,0.85786,0.82413,0.88922,0.76744,0.52695,0.91489,0.79281,0.89948,0.000528272,0.000528272,0.000528272
71,1361.65,0.5543,0.85792,0.69673,0.9185,0.85579,0.83239,0.88833,0.81492,0.85694,0.83476,0.88804,0.77681,0.50585,0.85201,0.77318,0.898,0.000511769,0.000511769,0.000511769
72,1380.14,0.51581,0.77076,0.68303,0.90545,0.85579,0.83239,0.88833,0.81492,0.85694,0.83476,0.88804,0.77681,0.50585,0.85201,0.77318,0.898,0.000495266,0.000495266,0.000495266
73,1398.8,0.51052,0.72564,0.66851,0.90668,0.86753,0.83145,0.88674,0.81115,0.87188,0.8312,0.88737,0.7736,0.50841,0.86663,0.7493,0.90281,0.000478762,0.000478762,0.000478762
74,1419.08,0.56815,0.8857,0.71606,0.90596,0.86753,0.83145,0.88674,0.81115,0.87188,0.8312,0.88737,0.7736,0.50841,0.86663,0.7493,0.90281,0.000462259,0.000462259,0.000462259
75,1437.97,0.52532,0.75306,0.66953,0.90658,0.85185,0.84619,0.89024,0.81444,0.85566,0.84974,0.8922,0.77496,0.50907,0.83919,0.7419,0.9027,0.000445756,0.000445756,0.000445756
76,1458.83,0.53951,0.8398,0.681,0.90692,0.85185,0.84619,0.89024,0.81444,0.85566,0.84974,0.8922,0.77496,0.50907,0.83919,0.7419,0.9027,0.000429253,0.000429253,0.000429253
77,1479.74,0.51689,0.7651,0.67178,0.90813,0.82098,0.87698,0.89206,0.81809,0.82467,0.88054,0.89438,0.77002,0.50019,0.87375,0.74433,0.89556,0.000412749,0.000412749,0.000412749
78,1498.89,0.5144,0.80185,0.65333,0.90657,0.82098,0.87698,0.89206,0.81809,0.82467,0.88054,0.89438,0.77002,0.50019,0.87375,0.74433,0.89556,0.000396246,0.000396246,0.000396246
79,1519.42,0.55597,0.85882,0.67993,0.89936,0.8701,0.8155,0.89083,0.81893,0.87242,0.81724,0.89226,0.77176,0.49367,0.81917,0.74642,0.88761,0.000379743,0.000379743,0.000379743
80,1537.98,0.54392,0.80775,0.67945,0.90785,0.8701,0.8155,0.89083,0.81893,0.87242,0.81724,0.89226,0.77176,0.49367,0.81917,0.74642,0.88761,0.000363239,0.000363239,0.000363239
81,1558.36,0.50165,0.77936,0.68713,0.89229,0.87425,0.81451,0.89307,0.82589,0.87647,0.81605,0.89389,0.77914,0.48212,0.78239,0.74562,0.88173,0.000346736,0.000346736,0.000346736
82,1577.97,0.53773,0.80388,0.6567,0.90145,0.87425,0.81451,0.89307,0.82589,0.87647,0.81605,0.89389,0.77914,0.48212,0.78239,0.74562,0.88173,0.000330233,0.000330233,0.000330233
83,1599.21,0.52827,0.82395,0.65062,0.89026,0.86603,0.83078,0.89544,0.83201,0.86807,0.83256,0.89497,0.78759,0.47123,0.77825,0.7348,0.87832,0.000313729,0.000313729,0.000313729
84,1618.18,0.49784,0.73792,0.63353,0.89721,0.86603,0.83078,0.89544,0.83201,0.86807,0.83256,0.89497,0.78759,0.47123,0.77825,0.7348,0.87832,0.000297226,0.000297226,0.000297226
85,1636.73,0.51849,0.8052,0.66107,0.89887,0.85126,0.84857,0.8959,0.82788,0.85313,0.85035,0.89456,0.78576,0.47204,0.78042,0.71187,0.87934,0.000280723,0.000280723,0.000280723
86,1654.53,0.49675,0.79609,0.63407,0.90264,0.85126,0.84857,0.8959,0.82788,0.85313,0.85035,0.89456,0.78576,0.47204,0.78042,0.71187,0.87934,0.00026422,0.00026422,0.00026422
87,1673.8,0.52728,0.79358,0.65142,0.89716,0.86471,0.85213,0.89291,0.82264,0.85831,0.84544,0.8822,0.78677,0.47917,0.75598,0.70509,0.88137,0.000247716,0.000247716,0.000247716
88,1693.69,0.48466,0.79879,0.63597,0.90149,0.86471,0.85213,0.89291,0.82264,0.85831,0.84544,0.8822,0.78677,0.47917,0.75598,0.70509,0.88137,0.000231213,0.000231213,0.000231213
89,1714.13,0.55879,0.8789,0.67108,0.91688,0.86446,0.85669,0.88967,0.82029,0.85804,0.85,0.87949,0.7759,0.48014,0.7376,0.69815,0.88397,0.00021471,0.00021471,0.00021471
90,1737.69,0.53551,0.8173,0.62944,0.90353,0.86446,0.85669,0.88967,0.82029,0.85804,0.85,0.87949,0.7759,0.48014,0.7376,0.69815,0.88397,0.000198206,0.000198206,0.000198206
91,1763.19,0.56085,0.93543,0.86606,0.92712,0.8407,0.86281,0.88517,0.81275,0.8417,0.85275,0.8751,0.76867,0.48139,0.73704,0.69341,0.88467,0.000181703,0.000181703,0.000181703
92,1783.54,0.48855,0.74975,0.81764,0.90944,0.8407,0.86281,0.88517,0.81275,0.8417,0.85275,0.8751,0.76867,0.48139,0.73704,0.69341,0.88467,0.0001652,0.0001652,0.0001652
93,1803.65,0.51279,0.78574,0.72341,0.89401,0.82897,0.87125,0.88664,0.81248,0.85524,0.8254,0.87679,0.77178,0.48564,0.70463,0.69728,0.88813,0.000148696,0.000148696,0.000148696
94,1824.77,0.49506,0.73182,0.69969,0.88835,0.82897,0.87125,0.88664,0.81248,0.85524,0.8254,0.87679,0.77178,0.48564,0.70463,0.69728,0.88813,0.000132193,0.000132193,0.000132193
95,1845.54,0.52516,0.76855,0.66267,0.8704,0.81408,0.87562,0.8832,0.81049,0.81244,0.87384,0.88212,0.77604,0.48603,0.70189,0.73247,0.88783,0.00011569,0.00011569,0.00011569
96,1866.23,0.46924,0.74939,0.63145,0.88051,0.81408,0.87562,0.8832,0.81049,0.81244,0.87384,0.88212,0.77604,0.48603,0.70189,0.73247,0.88783,9.91865e-05,9.91865e-05,9.91865e-05
97,1886.41,0.48445,0.77936,0.72407,0.87831,0.84553,0.86273,0.87798,0.80506,0.84377,0.86095,0.87697,0.7713,0.48449,0.70206,0.81713,0.88652,8.26832e-05,8.26832e-05,8.26832e-05
98,1906.84,0.45192,0.75412,0.67272,0.87256,0.84553,0.86273,0.87798,0.80506,0.84377,0.86095,0.87697,0.7713,0.48449,0.70206,0.81713,0.88652,6.61799e-05,6.61799e-05,6.61799e-05
99,1927.46,0.46841,0.77122,0.58556,0.86042,0.84686,0.86281,0.88253,0.81109,0.84508,0.86103,0.8821,0.77782,0.48163,0.7014,0.85428,0.88438,4.96766e-05,4.96766e-05,4.96766e-05
100,1947.99,0.46554,0.73994,0.62869,0.87465,0.84686,0.86281,0.88253,0.81109,0.84508,0.86103,0.8821,0.77782,0.48163,0.7014,0.85428,0.88438,3.31733e-05,3.31733e-05,3.31733e-05
